desc,eval,img,intro,name,num,star
人生中应该拥有这样的一段豁然开朗。,362452人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p480965695.jpg,"
                            导演: 格斯·范·桑特 Gus Van Sant   主演: 马特·达蒙 Matt Damon / 罗宾·...,
                            1997 / 美国 / 剧情
                        ",心灵捕手,83,8.8
小清新的故事里注入了大历史的情怀。,445715人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2178872593.jpg,"
                            导演: 韦斯·安德森 Wes Anderson   主演: 拉尔夫·费因斯 Ralph Fiennes / ...,
                            2014 / 美国 德国 英国 / 剧情 喜剧 冒险
                        ",布达佩斯大饭店,84,8.8
昔日翩翩少年，今日大腹便便。,482515人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1832875827.jpg,"
                            导演: Martin Scorsese   主演: 莱昂纳多·迪卡普里奥 Leonardo DiCaprio / ...,
                            2010 / 美国 / 剧情 悬疑 惊悚
                        ",禁闭岛,85,8.7
死可能是一道门，逝去并不是终结，而是超越，走向下一程。,379436人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p594972928.jpg,"
                            导演: 泷田洋二郎 Yôjirô Takita   主演: 本木雅弘 Masahiro Motoki / ...,
                            2008 / 日本 / 剧情
                        ",入殓师,86,8.8
尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。,218690人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1473670352.jpg,"
                            导演: 马克·赫尔曼 Mark Herman   主演: 阿萨·巴特菲尔德 Asa Butterfield ...,
                            2008 / 英国 美国 / 剧情 战争
                        ",穿条纹睡衣的男孩,87,9.0
人与自然的战争史诗。,305043人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1613191025.jpg,"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 松田洋治 Yôji Matsuda / 石田百合...,
                            1997 / 日本 / 动画 奇幻 冒险
                        ",幽灵公主,88,8.8
一场华丽的意淫。,349949人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p967457079.jpg,"
                            导演: 姜文 Wen Jiang   主演: 夏雨 Yu Xia / 宁静 Jing Ning / 陶虹 Hong Tao,
                            1994 / 中国大陆 香港 / 剧情 爱情
                        ",阳光灿烂的日子,89,8.8
绝对意义上的美轮美奂。,708634人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2180085848.jpg,"
                            导演: 詹姆斯·卡梅隆 James Cameron   主演: 萨姆·沃辛顿 Sam Worthington ...,
                            2009 / 美国 英国 / 动作 战争 科幻 冒险
                        ",阿凡达,90,8.7
你是我最好的朋友，你是我唯一的朋友 。,273995人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1820615077.jpg,"
                            导演: 亚当·艾略特 Adam Elliot   主演: 托妮·科莱特 Toni Collette / 菲利...,
                            2009 / 澳大利亚 / 剧情 喜剧 动画
                        ",玛丽和马克思,91,8.9
深入内心的恐怖，出人意料的结局。,300133人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2220184425.jpg,"
                            导演: M·奈特·沙马兰 M. Night Shyamalan   主演: 布鲁斯·威利斯 Bruce Wi...,
                            1999 / 美国 / 剧情 悬疑 惊悚
                        ",第六感,92,8.8
人言可畏。,179380人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1546987967.jpg,"
                            导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...,
                            2012 / 丹麦 瑞典 / 剧情
                        ",狩猎,93,9.1
最不可能的那个人永远是最可能的。,416543人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453720880.jpg,"
                            导演: James Mangold   主演: John Cusack / Ray Liotta / Amanda Peet,
                            2003 / 美国 / 剧情 悬疑 惊悚
                        ",致命ID,94,8.7
寂寞没有期限。,428784人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792381411.jpg,"
                            导演: 王家卫 Kar Wai Wong   主演: 林青霞 Brigitte Lin / 金城武 Takeshi K...,
                            1994 / 香港 / 剧情 爱情
                        ",重庆森林,95,8.7
每个人心中都有一座断背山。,412107人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p513535588.jpg,"
                            导演: 李安 Ang Lee   主演: 希斯·莱杰 Heath Ledger / 杰克·吉伦哈尔 Jake...,
                            2005 / 美国 加拿大 / 剧情 爱情 同性 家庭
                        ",断背山,96,8.7
约翰尼·德普的独角戏。,466599人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1596085504.jpg,"
                            导演: 戈尔·维宾斯基 Gore Verbinski   主演: 约翰尼·德普 Johnny Depp / ...,
                            2003 / 美国 / 动作 冒险 奇幻
                        ",加勒比海盗,97,8.7
大时代中的人生，小人物的悲喜。,129421人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173707976.jpg,"
                            导演: 查理·卓别林 Charles Chaplin   主演: 查理·卓别林 Charles Chaplin ...,
                            1936 / 美国 / 剧情 喜剧 爱情
                        ",摩登时代,98,9.2
没有一人完全善，也没有一人完全恶。,432395人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p689520756.jpg,"
                            导演: 中岛哲也 Tetsuya Nakashima   主演: 松隆子 Takako Matsu / 冈田将生 ...,
                            2010 / 日本 / 剧情 惊悚
                        ",告白,99,8.7
抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。,319735人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p692813374.jpg,"
                            导演: 蒂姆·波顿 Tim Burton   主演: 伊万·麦克格雷格 Ewan McGregor / 阿...,
                            2003 / 美国 / 剧情 家庭 奇幻 冒险
                        ",大鱼,100,8.8
我们都曾经是一一。,194572人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2119675128.jpg,"
                            导演: 杨德昌 Edward Yang   主演: 吴念真 / 李凯莉 Kelly Lee / 金燕玲 Elai...,
                            2000 / 台湾 日本 / 剧情 爱情 家庭
                        ",一一,101,9.0
我是一个演员。,448526人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1043597424.jpg,"
                            导演: 周星驰 Stephen Chow / 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Ch...,
                            1999 / 香港 / 喜剧 剧情 爱情
                        ",喜剧之王,102,8.6
年度最佳date movie。,475109人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2221768894.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...,
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        ",消失的爱人,103,8.7
百看不厌。,350813人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1993903133.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...,
                            1993 / 香港 / 喜剧 奇幻 武侠 古装
                        ",射雕英雄传之东成西就,104,8.7
相逢只要一瞬间，等待却像是一辈子。,285384人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1962839732.jpg,"
                            导演: 陈可辛 Peter Chan   主演: 黎明 Leon Lai / 张曼玉 Maggie Cheung / ...,
                            1996 / 香港 / 剧情 爱情
                        ",甜蜜蜜,105,8.8
再多各自牛逼的时光，也比不上一起傻逼的岁月。,344987人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1374786017.jpg,"
                            导演: 姜炯哲 Hyeong-Cheol Kang   主演: 沈恩京 Eun-kyung Shim / 闵孝琳 Hy...,
                            2011 / 韩国 / 剧情 喜剧
                        ",阳光姐妹淘,106,8.8
缘分是个连绵词，最美不过一瞬。,291542人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p452582315.jpg,"
                            导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...,
                            1995 / 美国 奥地利 瑞士 / 剧情 爱情
                        ",爱在黎明破晓前,107,8.8
那些静得只能听见呼吸的日子里，你明白孤独即生活。,195423人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2221319641.jpg,"
                            导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...,
                            2014 / 日本 / 剧情
                        ",小森林 夏秋篇,108,9.0
少女情怀总是诗。,227278人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                            导演: 近藤喜文 Yoshifumi Kondo   主演: 本名阳子 Youko Honna / 小林桂树 K...,
                            1995 / 日本 / 剧情 爱情 动画
                        ",侧耳倾听,109,8.8
梦的勾结。,185680人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p672363704.jpg,"
                            导演: 今敏 Satoshi Kon   主演: 林原惠美 Megumi Hayashibara / 江守彻 Toru...,
                            2006 / 日本 / 动画 悬疑 科幻 惊悚
                        ",红辣椒,110,8.9
两张绝世的脸。,354770人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2414157745.jpg,"
                            导演: 程小东 Siu-Tung Ching   主演: 张国荣 Leslie Cheung / 王祖贤 Joey W...,
                            1987 / 香港 / 剧情 爱情 武侠 古装
                        ",倩女幽魂,111,8.7
恐怖分子的“秋菊打官司”。,312116人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2016930906.jpg,"
                            导演: 金秉祐 Byeong-woo Kim   主演: 河正宇 Jung-woo Ha / 李璟荣 Kyeong-y...,
                            2013 / 韩国 / 剧情 犯罪 悬疑
                        ",恐怖直播,112,8.7
被上帝抛弃了的上帝之城。,187662人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455677490.jpg,"
                            导演: Kátia Lund / Fernando Meirelles   主演: Alexandre Rodrigues / Lea...,
                            2002 / 巴西 法国 / 犯罪 剧情
                        ",上帝之城,113,8.9
动画片的圣经。,225081人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1917567652.jpg,"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 岛本须美 Sumi Shimamoto / 松田洋治 Y...,
                            1984 / 日本 / 动画 奇幻 冒险
                        ",风之谷,114,8.8
穷尽一生，我们要学会的，不过是彼此拥抱。,230981人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1305562621.jpg,"
                            导演: 托尼·凯耶 Tony Kaye   主演: 艾德里安·布洛迪 Adrien Brody / 马西...,
                            2011 / 美国 / 剧情
                        ",超脱,115,8.8
沉醉在电影的情感和视听氛围中无法自拔。,277482人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.jpg,"
                            导演: 卢卡·瓜达尼诺 Luca Guadagnino   主演: 艾米·汉莫 Armie Hammer / ...,
                            2017 / 意大利 法国 巴西 美国 荷兰 德国 / 剧情 爱情 同性
                        ",请以你的名字呼唤我,116,8.8
九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。,255314人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910924055.jpg,"
                            导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...,
                            2004 / 美国 / 剧情 爱情
                        ",爱在日落黄昏时,117,8.8
和谐的生活离不开摸头与被摸头。,382793人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2210954024.jpg,"
                            导演: 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders   主演:...,
                            2010 / 美国 / 动画 奇幻 冒险
                        ",驯龙高手,118,8.7
从没见过那么流氓的温柔，从没见过那么温柔的流氓。,249290人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p751835224.jpg,"
                            导演: 北野武 Takeshi Kitano   主演: 北野武 Takeshi Kitano / 关口雄介 Yus...,
                            1999 / 日本 / 剧情 喜剧
                        ",菊次郎的夏天,119,8.8
有时候幸福需要等一等。,283556人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792263736.jpg,"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...,
                            2004 / 美国 / 喜剧 剧情 爱情
                        ",幸福终点站,120,8.7
10年的完美句点。,367465人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p917846733.jpg,"
                            导演: 大卫·叶茨 David Yates   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...,
                            2011 / 美国 英国 / 剧情 悬疑 奇幻 冒险
                        ",哈利·波特与死亡圣器(下),121,8.7
关于连环杀人悬案的集体回忆。,272171人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p480225538.jpg,"
                            导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song / 金相庆 Sang-kyun...,
                            2003 / 韩国 / 犯罪 剧情 悬疑 惊悚
                        ",杀人回忆,122,8.7
尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。,170474人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2215147728.jpg,"
                            导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...,
                            2015 / 日本 / 剧情
                        ",小森林 冬春篇,123,9.0
Mr. I Don't Care其实也有Care的时候。,512587人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg,"
                            导演: 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud   主演: ...,
                            2010 / 美国 法国 / 喜剧 动画 冒险
                        ",神偷奶爸,124,8.5
曾经的那段美好会沉淀为一辈子的记忆。,278152人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p617533616.jpg,"
                            导演: 米林宏昌 Hiromasa Yonebayashi   主演: 志田未来 Mirai Shida / 神木...,
                            2010 / 日本 / 动画 奇幻 冒险
                        ",借东西的小人阿莉埃蒂,125,8.7
《我是山姆》的《美丽人生》。,240774人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1816276065.jpg,"
                            导演: 李焕庆 Hwan-kyeong Lee   主演: 柳承龙 Seung-yong Ryoo / 朴信惠 Shi...,
                            2013 / 韩国 / 剧情 喜剧 家庭
                        ",7号房的礼物,126,8.8
不要给它起名字，起了名字就有感情了。,325742人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2513247938.jpg,"
                            导演: 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman   主演: 约...,
                            2001 / 美国 / 儿童 喜剧 动画 奇幻 冒险
                        ",怪兽电力公司,127,8.6
岁月流逝，来日可追。,368774人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg,"
                            导演: 罗启锐 Alex Law   主演: 吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...,
                            2010 / 香港 中国大陆 / 剧情 家庭
                        ",岁月神偷,128,8.7
时代悲歌。,100090人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p647099823.jpg,"
                            导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 志村乔 ...,
                            1954 / 日本 / 动作 冒险 剧情
                        ",七武士,129,9.2
触不到的恋人。,224837人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1272904657.jpg,"
                            导演: 大森贵弘 Takahiro Omori   主演: 佐仓绫音 Ayane Sakura / 内山昂辉 K...,
                            2011 / 日本 / 剧情 爱情 动画 奇幻
                        ",萤火之森,130,8.8
华太师是黄霑，吴镇宇四大才子之一。,475106人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1946455272.jpg,"
                            导演: 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Chow / 巩俐 Li Gong / 陈...,
                            1993 / 香港 / 喜剧 爱情 古装
                        ",唐伯虎点秋香,131,8.5
Balalala~~~,501930人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2224568669.jpg,"
                            导演: 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams   主演: 斯科特...,
                            2014 / 美国 / 喜剧 动作 科幻 动画 冒险
                        ",超能陆战队,132,8.6
真相就在眼前。,256603人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2163771304.jpg,"
                            导演: 詹姆斯·温 James Wan   主演: 雷·沃纳尔 Leigh Whannell / 加利·艾...,
                            2004 / 美国 / 悬疑 惊悚 恐怖
                        ",电锯惊魂,133,8.7
诺兰就是保证。,375664人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1706428744.jpg,"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ...,
                            2012 / 美国 英国 / 剧情 动作 科幻 犯罪 惊悚
                        ",蝙蝠侠：黑暗骑士崛起,134,8.7
爱，是个动词。,401144人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg,"
                            导演: 理查德·柯蒂斯 Richard Curtis   主演: 休·格兰特 Hugh Grant / 柯林...,
                            2003 / 英国 美国 法国 / 喜剧 剧情 爱情
                        ",真爱至上,135,8.6
像吃了苏打饼一样干脆的电影。,232322人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg,"
                            导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...,
                            2007 / 美国 德国 / 动作 悬疑 惊悚
                        ",谍影重重3,136,8.7
老少皆宜，这就是好莱坞动画的魅力。,473203人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg,"
                            导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders   主演...,
                            2013 / 美国 / 喜剧 动画 冒险
                        ",疯狂原始人,137,8.7
幸福是生生不息，却难以触及的远。,251422人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2237136718.jpg,"
                            导演: 高畑勋 Isao Takahata   主演: 辰己努 / 白石绫乃 / 志乃原良子,
                            1988 / 日本 / 动画 剧情 战争
                        ",萤火虫之墓,138,8.7
中国家庭的喜怒哀乐忍。,178591人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,"
                            导演: 李安 Ang Lee   主演: 赵文瑄 Winston Chao / 郎雄 Sihung Lung / 归亚...,
                            1993 / 台湾 美国 / 剧情 喜剧 爱情 同性 家庭
                        ",喜宴,139,8.9
电影诗。,328212人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1982176012.jpg,"
                            导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 林青霞 Brigitte...,
                            1994 / 香港 台湾 / 剧情 动作 爱情 武侠 古装
                        ",东邪西毒,140,8.6
上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁,467994人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2434249040.jpg,"
                            导演: 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan   主演: 戴夫...,
                            2008 / 英国 美国 / 剧情 爱情
                        ",贫民窟的百万富翁,141,8.5
英雄泪短，兄弟情长。,242139人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg,"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...,
                            1986 / 香港 / 动作 犯罪
                        ",英雄本色,142,8.6
一个针管引发的血案。,346417人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg,"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 盖·皮尔斯 Guy Pearce /...,
                            2000 / 美国 / 犯罪 剧情 悬疑 惊悚
                        ",记忆碎片,143,8.6
黑暗之美。,510316人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p719282906.jpg,"
                            导演: 达伦·阿罗诺夫斯基 Darren Aronofsky   主演: 娜塔莉·波特曼 Natalie...,
                            2010 / 美国 / 剧情 惊悚
                        ",黑天鹅,144,8.5
我的平常生活就是他人的幸福。,108499人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p661160053.jpg,"
                            导演: 是枝裕和 Hirokazu Koreeda   主演: 柳乐优弥 Yûya Yagira / 北浦爱...,
                            2004 / 日本 / 剧情
                        ",无人知晓,145,9.1
荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,247323人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2275298525.jpg,"
                            导演: 忻钰坤 Yukun Xin   主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...,
                            2014 / 中国大陆 / 剧情 犯罪 悬疑
                        ",心迷宫,146,8.7
爱是摈弃傲慢与偏见之后的曙光。,388172人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p452005185.jpg,"
                            导演: 乔·怀特 Joe Wright   主演: 凯拉·奈特莉 Keira Knightley / 马修·...,
                            2005 / 法国 英国 美国 / 剧情 爱情
                        ",傲慢与偏见,147,8.5
生活在自己的世界里，也可以让周围的人显得可笑和渺小。,249148人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p942376281.jpg,"
                            导演: 巴瑞·莱文森 Barry Levinson   主演: 达斯汀·霍夫曼 Dustin Hoffman ...,
                            1988 / 美国 / 剧情
                        ",雨人,148,8.7
优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。,425690人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2398141939.jpg,"
                            导演: 梅尔·吉布森 Mel Gibson   主演: 安德鲁·加菲尔德 Andrew Garfield /...,
                            2016 / 美国 澳大利亚 / 剧情 传记 历史 战争
                        ",血战钢锯岭,149,8.7
始于荒诞，止于更荒诞。,197752人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2192834364.jpg,"
                            导演: 达米安·斯兹弗隆 Damián Szifron   主演: 达里奥·葛兰帝内提 Darío...,
                            2014 / 阿根廷 西班牙 / 剧情 喜剧 犯罪
                        ",荒蛮故事,150,8.8
把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,270113人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.jpg,"
                            导演: 理查德·柯蒂斯 Richard Curtis   主演: 多姆纳尔·格里森 Domhnall Gl...,
                            2013 / 英国 / 喜剧 爱情 奇幻
                        ",时空恋旅人,151,8.7
香港浪漫主义警匪动作片的巅峰之作。,201132人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2272146906.jpg,"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...,
                            1991 / 香港 / 剧情 喜剧 动作 犯罪
                        ",纵横四海,152,8.7
任何信念的力量，都无法改变命运。,171721人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg,"
                            导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A...,
                            1990 / 美国 / 剧情 犯罪
                        ",教父3,153,8.8
当这个世界闭上双眼，他却敞开了怀抱。,149744人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2159368352.jpg,"
                            导演: 特瑞·乔治 Terry George   主演: 唐·钱德尔 Don Cheadle / 苏菲·奥...,
                            2004 / 英国 南非 意大利 美国 / 剧情 历史 战争
                        ",卢旺达饭店,154,8.9
跨度十五年的欢乐与泪水。,243455人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1283675359.jpg,"
                            导演: 李·昂克里奇 Lee Unkrich   主演: 汤姆·汉克斯 Tom Hanks / 蒂姆·艾...,
                            2010 / 美国 / 喜剧 动画 奇幻 冒险
                        ",玩具总动员3,155,8.8
Jared Leto的腿比女人还美！,241523人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg,"
                            导演: 让-马克·瓦雷 Jean-Marc Vallée   主演: 马修·麦康纳 Matthew McCon...,
                            2013 / 美国 / 剧情 传记 同性
                        ",达拉斯买家俱乐部,156,8.7
偷情本没有这样美。,309012人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910828286.jpg,"
                            导演: 王家卫 Kar Wai Wong   主演: 梁朝伟 Tony Leung Chiu Wai / 张曼玉 Ma...,
                            2000 / 香港 / 剧情 爱情
                        ",花样年华,157,8.6
坏人的好总是比好人的好来得更感人。,107429人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2190556408.jpg,"
                            导演: 克林特·伊斯特伍德 Clint Eastwood   主演: 凯文·科斯特纳 Kevin Cos...,
                            1993 / 美国 / 剧情 犯罪
                        ",完美的世界,158,9.0
我们都有权利不与自己的过去和解。,268754人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2496940327.jpg,"
                            导演: 肯尼斯·罗纳根 Kenneth Lonergan   主演: 卡西·阿弗莱克 Casey Affle...,
                            2016 / 美国 / 剧情 家庭
                        ",海边的曼彻斯特,159,8.6
大海啊，不全是水。,111407人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p497010372.jpg,"
                            导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud   主演:...,
                            2009 / 法国 瑞士 西班牙 美国 阿联酋 / 纪录片
                        ",海洋,160,9.0
永远看不腻的喜剧。,130046人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg,"
                            导演: 杰拉尔·乌里 Gérard Oury   主演: 路易·德·菲耐斯 Louis de Funès...,
                            1966 / 法国 英国 / 喜剧 战争
                        ",虎口脱险,161,8.9
爱情没有那么多借口，如果不能圆满，只能说明爱的不够。,354832人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg,"
                            导演: 尼克·卡索维茨 Nick Cassavetes   主演: 瑞恩·高斯林 Ryan Gosling /...,
                            2004 / 美国 / 剧情 爱情
                        ",恋恋笔记本,162,8.5
感情不分食草或者食肉。,185672人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p709670262.jpg,"
                            导演: 藤森雅也 Masaya Fujimori   主演: 山口胜平 Kappei Yamaguchi / 爱河...,
                            2010 / 日本 / 剧情 动画 儿童
                        ",你看起来好像很好吃,163,8.8
传奇，不是每个人都可以拥有。,173347人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1023654037.jpg,"
                            导演: 爱德华·兹威克 Edward Zwick   主演: 布拉德·皮特 Brad Pitt / 安东...,
                            1994 / 美国 / 剧情 爱情 战争 西部
                        ",燃情岁月,164,8.7
有一些东西不应该被遗忘。,148376人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2457609817.jpg,"
                            导演: 郭柯 Ke Guo   主演: ,
                            2015 / 中国大陆 / 纪录片
                        ",二十二,165,8.7
愿我们都不用长大，每一座城堡都能永远存在。,305854人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2266293606.jpg,"
                            导演: 彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen  &nb...,
                            2015 / 美国 / 喜剧 动画 冒险
                        ",头脑特工队,166,8.7
热血沸腾，那个低俗、性感的无耻混蛋又来了。,323431人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1959232369.jpg,"
                            导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 杰米·福克斯 Jamie Foxx /...,
                            2012 / 美国 / 剧情 动作 西部 冒险
                        ",被解救的姜戈,167,8.6
松鼠才是角儿。,345006人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910895719.jpg,"
                            导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge   主演...,
                            2002 / 美国 / 喜剧 动画 冒险
                        ",冰川时代,168,8.5
骨灰级歌舞片。,113964人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1612355875.jpg,"
                            导演: 斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly   主演: 吉恩·...,
                            1952 / 美国 / 喜剧 歌舞 爱情
                        ",雨中曲,169,9.0
